time,SVEL,PSAL,CNDC,PRES,TEMP
2017-12-12T12:30:00Z,1508.2,38.2632,4.56046,19.789,14.1754
2017-12-12T13:00:00Z,1508.35,38.2558,4.56492,19.769,14.225
2017-12-12T13:30:00Z,1508.54,38.2447,4.57028,19.778,14.287
2017-12-12T14:00:00Z,1508.63,38.2394,4.57297,19.791,14.3177
2017-12-12T14:30:00Z,1508.74,38.2342,4.57632,19.803,14.3548
2017-12-12T15:00:00Z,1508.84,38.2268,4.57917,19.782,14.3892
2017-12-12T15:30:00Z,1508.95,38.2208,4.58234,19.786,14.4252
2017-12-12T16:00:00Z,1509.02,38.2159,4.58438,19.791,14.4495
2017-12-12T16:30:00Z,1509.07,38.213,4.58593,19.799,14.467
2017-12-12T17:00:00Z,1509.11,38.2095,4.58695,19.798,14.4802
2017-12-12T17:30:00Z,1509.15,38.2065,4.58798,19.772,14.4929
2017-12-12T18:00:00Z,1509.18,38.204,4.58889,19.76,14.5041
2017-12-12T18:30:00Z,1509.2,38.2035,4.58959,19.755,14.5113
2017-12-12T19:00:00Z,1509.22,38.2031,4.59015,19.729,14.517
2017-12-12T19:30:00Z,1509.24,38.2014,4.59067,19.74,14.5236
2017-12-12T20:00:00Z,1509.26,38.1996,4.59118,19.721,14.5302
2017-12-12T20:30:00Z,1509.27,38.1976,4.59161,19.706,14.5363
2017-12-12T21:00:00Z,1509.29,38.1963,4.59193,19.71,14.5407
2017-12-12T21:30:00Z,1509.29,38.1955,4.59217,19.706,14.5437
2017-12-12T22:00:00Z,1509.29,38.1943,4.59207,19.702,14.544
2017-12-12T22:30:00Z,1509.3,38.1949,4.59217,19.704,14.5444
2017-12-12T23:00:00Z,1509.3,38.1954,4.5922,19.703,14.5442
2017-12-12T23:30:00Z,1509.3,38.1959,4.59237,19.717,14.5453
2017-12-13T00:00:00Z,1509.18,38.1703,4.58663,19.715,14.5169
2017-12-13T00:00:00Z,1509.18,38.1703,4.58663,19.715,14.5169
2017-12-13T00:30:00Z,1509.16,38.1528,4.58478,19.729,14.5171
2017-12-13T01:00:00Z,1509.18,38.1655,4.58633,19.749,14.5189
2017-12-13T01:30:00Z,1509.18,38.151,4.58518,19.764,14.5227
2017-12-13T02:00:00Z,1509.25,38.1911,4.59036,19.764,14.531
2017-12-13T02:30:00Z,1509.22,38.2015,4.59004,19.76,14.5175
2017-12-13T03:00:00Z,1509.19,38.2039,4.58925,19.779,14.5076
2017-12-13T03:30:00Z,1509.16,38.2054,4.58833,19.773,14.4974
2017-12-13T04:00:00Z,1509.12,38.2069,4.58705,19.789,14.4838
2017-12-13T04:30:00Z,1509.08,38.2083,4.58592,19.789,14.4716
2017-12-13T05:00:00Z,1509.07,38.2087,4.58567,19.795,14.4689
2017-12-13T05:30:00Z,1509.1,38.2028,4.58613,19.782,14.4793
2017-12-13T06:00:00Z,1509.11,38.1945,4.58599,19.772,14.4863
2017-12-13T06:30:00Z,1509.11,38.2007,4.58643,19.78,14.4841
2017-12-13T07:00:00Z,1509.13,38.2047,4.58712,19.782,14.4866
2017-12-13T07:30:00Z,1509.15,38.2026,4.58782,19.78,14.4954
2017-12-13T08:00:00Z,1509.15,38.2015,4.58754,19.771,14.4939
2017-12-13T08:30:00Z,1509.13,38.1982,4.58689,19.759,14.491
2017-12-13T09:00:00Z,1509.1,38.1791,4.58455,19.759,14.4882
2017-12-13T09:30:00Z,1509.09,38.1702,4.58344,19.761,14.4868
2017-12-13T10:00:00Z,1509.07,38.1618,4.5822,19.762,14.4835
2017-12-13T10:30:00Z,1509.07,38.1564,4.58189,19.764,14.486
2017-12-13T11:00:00Z,1509.04,38.155,4.58094,19.757,14.4785
2017-12-13T11:30:00Z,1509.04,38.1499,4.5805,19.748,14.4795
2017-12-13T12:00:00Z,1509.02,38.1471,4.57967,19.753,14.4744
2017-12-13T12:30:00Z,1509.01,38.1467,4.57924,19.764,14.4707
2017-12-13T13:00:00Z,1508.98,38.1435,4.57815,19.774,14.4637
2017-12-13T13:30:00Z,1508.95,38.1406,4.57698,19.771,14.4556
2017-12-13T14:00:00Z,1508.96,38.1382,4.57697,19.775,14.4578
2017-12-13T14:30:00Z,1509.02,38.1377,4.579,19.773,14.4776
2017-12-13T15:00:00Z,1509.07,38.149,4.58147,19.783,14.4896
2017-12-13T15:30:00Z,1509.12,38.1553,4.58346,19.791,14.502
2017-12-13T16:00:00Z,1509.13,38.1564,4.58406,19.787,14.5066
2017-12-13T16:30:00Z,1509.11,38.1496,4.5827,19.781,14.5006
2017-12-13T17:00:00Z,1509.04,38.1472,4.58046,19.761,14.4818
2017-12-13T17:30:00Z,1508.98,38.1449,4.57816,19.754,14.4624
2017-12-13T18:00:00Z,1508.84,38.1372,4.57312,19.752,14.4224
2017-12-13T18:30:00Z,1508.68,38.1193,4.56636,19.739,14.3764
2017-12-13T19:00:00Z,1508.64,38.1121,4.56453,19.73,14.3663
2017-12-13T19:30:00Z,1508.64,38.1174,4.56507,19.71,14.366
2017-12-13T20:00:00Z,1508.63,38.1249,4.56544,19.696,14.362
2017-12-13T20:30:00Z,1508.55,38.1247,4.56268,19.685,14.3361
2017-12-13T21:00:00Z,1508.5,38.1157,4.56025,19.681,14.3221
2017-12-13T21:30:00Z,1508.5,38.1067,4.55977,19.675,14.3266
2017-12-13T22:00:00Z,1508.54,38.1052,4.56104,19.666,14.3402
2017-12-13T22:30:00Z,1508.51,38.1045,4.55983,19.659,14.3294
2017-12-13T23:00:00Z,1508.4,38.0785,4.55441,19.652,14.3043
2017-12-13T23:30:00Z,1508.47,38.073,4.55649,19.661,14.3297
2017-12-14T00:00:00Z,1508.53,38.0736,4.55853,19.67,14.3484
2017-12-14T00:00:00Z,1508.53,38.0736,4.55853,19.67,14.3484
2017-12-14T00:30:00Z,1508.67,38.079,4.56347,19.671,14.3898
2017-12-14T01:00:00Z,1508.7,38.0979,4.56565,19.673,14.3914
2017-12-14T01:30:00Z,1508.64,38.107,4.56448,19.692,14.3711
2017-12-14T02:00:00Z,1508.59,38.1092,4.56277,19.705,14.3526
2017-12-14T02:30:00Z,1508.49,38.1031,4.55927,19.719,14.3255
2017-12-14T03:00:00Z,1508.36,38.0968,4.55442,19.731,14.2859
2017-12-14T03:30:00Z,1508.51,38.1374,4.56215,19.743,14.3208
2017-12-14T04:00:00Z,1508.6,38.1386,4.56511,19.742,14.3451
2017-12-14T04:30:00Z,1508.63,38.1322,4.56572,19.739,14.3572
2017-12-14T05:00:00Z,1508.62,38.1277,4.5651,19.75,14.356
2017-12-14T05:30:00Z,1508.67,38.1225,4.56642,19.748,14.3737
2017-12-14T06:00:00Z,1509.24,38.1555,4.58756,19.743,14.5406
2017-12-14T06:30:00Z,1509.4,38.1881,4.59507,19.741,14.5787
2017-12-14T07:00:00Z,1509.45,38.1966,4.59736,19.725,14.5917
2017-12-14T07:30:00Z,1509.33,38.1873,4.59279,19.731,14.558
2017-12-14T08:00:00Z,1509.28,38.1663,4.58964,19.73,14.5495
2017-12-14T08:30:00Z,1509.24,38.1439,4.58677,19.721,14.545
2017-12-14T09:00:00Z,1509.22,38.1288,4.5851,19.724,14.5444
2017-12-14T09:30:00Z,1509.24,38.1131,4.5847,19.716,14.5565
2017-12-14T10:00:00Z,1509.3,38.0981,4.58585,19.717,14.5827
2017-12-14T10:30:00Z,1509.38,38.0815,4.58717,19.705,14.612
2017-12-14T11:00:00Z,1509.43,38.0708,4.58813,19.713,14.632
2017-12-14T11:30:00Z,1509.49,38.0581,4.58947,19.705,14.658
2017-12-14T12:00:00Z,1509.66,38.0296,4.59317,19.7,14.7217
2017-12-14T12:30:00Z,1509.47,38.147,4.59476,19.694,14.6177
2017-12-14T13:00:00Z,1509.08,38.2121,4.58602,19.703,14.4688
2017-12-14T13:30:00Z,1508.85,38.2181,4.57876,19.713,14.3941
2017-12-14T14:00:00Z,1508.8,38.2169,4.57702,19.724,14.3788
2017-12-14T14:30:00Z,1508.83,38.2135,4.57777,19.73,14.3894
2017-12-14T15:00:00Z,1508.86,38.2064,4.57843,19.736,14.4027
2017-12-14T15:30:00Z,1508.83,38.211,4.57776,19.748,14.3917
2017-12-14T16:00:00Z,1508.81,38.2118,4.57691,19.748,14.383
2017-12-14T16:30:00Z,1508.75,38.2111,4.57491,19.744,14.3646
2017-12-14T17:00:00Z,1508.69,38.2083,4.57272,19.746,14.3467
2017-12-14T17:30:00Z,1508.64,38.2168,4.57189,19.739,14.3303
2017-12-14T18:00:00Z,1508.6,38.227,4.57108,19.722,14.3124
2017-12-14T18:30:00Z,1508.57,38.2309,4.57049,19.703,14.3029
2017-12-14T19:00:00Z,1508.6,38.2257,4.57099,19.695,14.3129
2017-12-14T19:30:00Z,1508.61,38.2221,4.57134,19.689,14.3198
2017-12-14T20:00:00Z,1508.63,38.2212,4.57179,19.671,14.325
2017-12-14T20:30:00Z,1508.63,38.2234,4.57186,19.646,14.3234
2017-12-14T21:00:00Z,1508.66,38.2213,4.57263,19.644,14.3329
2017-12-14T21:30:00Z,1508.66,38.217,4.57261,19.634,14.337
2017-12-14T22:00:00Z,1508.67,38.2136,4.57275,19.63,14.3417
2017-12-14T22:30:00Z,1508.66,38.2139,4.57228,19.625,14.337
2017-12-14T23:00:00Z,1508.66,38.2102,4.57198,19.62,14.3379
2017-12-14T23:30:00Z,1508.63,38.2102,4.5709,19.617,14.3277
2017-12-15T00:00:00Z,1508.61,38.2097,4.57046,19.618,14.3239
2017-12-15T00:00:00Z,1508.61,38.2097,4.57046,19.618,14.3239
2017-12-15T00:30:00Z,1508.63,38.2067,4.57093,19.626,14.3315
2017-12-15T01:00:00Z,1508.65,38.2047,4.57147,19.635,14.3386
2017-12-15T01:30:00Z,1508.67,38.2001,4.57141,19.659,14.3468
2017-12-15T02:00:00Z,1508.68,38.197,4.57201,19.671,14.3543
2017-12-15T02:30:00Z,1508.71,38.1957,4.57271,19.687,14.3617
2017-12-15T03:00:00Z,1508.73,38.1903,4.57316,19.687,14.3691
2017-12-15T03:30:00Z,1508.73,38.1789,4.57242,19.703,14.3801
2017-12-15T04:00:00Z,1508.77,38.1669,4.57264,19.712,14.3879
2017-12-15T04:30:00Z,1508.77,38.1587,4.57199,19.717,14.3926
2017-12-15T05:00:00Z,1508.78,38.158,4.57238,19.722,14.3944
2017-12-15T05:30:00Z,1508.8,38.1577,4.573,19.733,14.4038
2017-12-15T06:00:00Z,1508.9,38.1653,4.57712,19.73,14.4326
2017-12-15T06:30:00Z,1508.98,38.1744,4.5802,19.717,14.452
2017-12-15T07:00:00Z,1509.01,38.1781,4.58155,19.72,14.4609
2017-12-15T07:30:00Z,1508.96,38.1757,4.57961,19.721,14.4449
2017-12-15T08:00:00Z,1508.73,38.159,4.57094,19.704,14.3797
2017-12-15T08:30:00Z,1508.62,38.152,4.5666,19.703,14.3457
2017-12-15T09:00:00Z,1508.59,38.1516,4.56575,19.694,14.3379
2017-12-15T09:30:00Z,1508.55,38.1538,4.56475,19.692,14.3296
2017-12-15T10:00:00Z,1508.57,38.159,4.56561,19.69,14.3291
2017-12-15T10:30:00Z,1508.57,38.1624,4.56577,19.676,14.3273
2017-12-15T11:00:00Z,1508.59,38.1661,4.56658,19.673,14.3312
2017-12-15T11:30:00Z,1508.62,38.1695,4.56811,19.667,14.3423
2017-12-15T12:00:00Z,1508.66,38.1757,4.56976,19.656,14.3517
2017-12-15T12:30:00Z,1508.65,38.1737,4.56935,19.647,14.3498
2017-12-15T13:00:00Z,1508.57,38.1838,4.56739,19.652,14.321
2017-12-15T13:30:00Z,1508.35,38.2254,4.56263,19.655,14.234
2017-12-15T14:00:00Z,1508.23,38.2437,4.56019,19.659,14.1925
2017-12-15T14:30:00Z,1508.21,38.2444,4.55948,19.664,14.185
2017-12-15T15:00:00Z,1508.19,38.2443,4.55872,19.679,14.1779
2017-12-15T15:30:00Z,1508.18,38.241,4.55821,19.695,14.1765
2017-12-15T16:00:00Z,1508.2,38.2315,4.55836,19.705,14.1874
2017-12-15T16:30:00Z,1508.21,38.2239,4.55795,19.711,14.1913
2017-12-15T17:00:00Z,1508.18,38.2199,4.55686,19.714,14.1849
2017-12-15T17:30:00Z,1508.12,38.2171,4.5545,19.721,14.1653
2017-12-15T18:00:00Z,1508.03,38.2219,4.55193,19.713,14.1362
2017-12-15T18:30:00Z,1507.96,38.2305,4.55035,19.706,14.1126
2017-12-15T19:00:00Z,1507.92,38.2317,4.54889,19.695,14.0976
2017-12-15T19:30:00Z,1507.9,38.2295,4.54814,19.688,14.0925
2017-12-15T20:00:00Z,1507.89,38.2287,4.54779,19.673,14.09
2017-12-15T20:30:00Z,1507.86,38.2277,4.54668,19.657,14.0806
2017-12-15T21:00:00Z,1507.85,38.228,4.54631,19.647,14.0768
2017-12-15T21:30:00Z,1507.82,38.2283,4.5455,19.637,14.0689
2017-12-15T22:00:00Z,1507.8,38.2279,4.54466,19.63,14.0613
2017-12-15T22:30:00Z,1507.78,38.2279,4.54396,19.632,14.0545
2017-12-15T23:00:00Z,1507.76,38.2273,4.5434,19.624,14.0498
2017-12-15T23:30:00Z,1507.7,38.2266,4.54161,19.625,14.0336
2017-12-16T00:00:00Z,1507.7,38.2257,4.54148,19.625,14.0333
2017-12-16T00:00:00Z,1507.7,38.2257,4.54148,19.625,14.0333
2017-12-16T00:30:00Z,1507.69,38.2272,4.54121,19.625,14.0292
2017-12-16T01:00:00Z,1507.68,38.2264,4.54091,19.639,14.0272
2017-12-16T01:30:00Z,1507.7,38.2239,4.54135,19.651,14.0338
2017-12-16T02:00:00Z,1507.74,38.2235,4.54259,19.667,14.046
2017-12-16T02:30:00Z,1507.77,38.2204,4.54344,19.691,14.0572
2017-12-16T03:00:00Z,1507.82,38.217,4.54462,19.703,14.0717
2017-12-16T03:30:00Z,1507.85,38.2156,4.54561,19.716,14.0826
2017-12-16T04:00:00Z,1507.91,38.2131,4.54745,19.737,14.1026
2017-12-16T04:30:00Z,1507.95,38.2107,4.54866,19.747,14.1163
2017-12-16T05:00:00Z,1507.98,38.2041,4.54901,19.757,14.1263
2017-12-16T05:30:00Z,1507.65,38.1705,4.536,19.783,14.0367
2017-12-16T06:00:00Z,1507.38,38.1369,4.5248,19.771,13.9639
2017-12-16T06:30:00Z,1507.5,38.1414,4.52913,19.765,14.0006
2017-12-16T07:00:00Z,1507.75,38.1533,4.53792,19.764,14.0722
2017-12-16T07:30:00Z,1507.85,38.1564,4.5414,19.767,14.102
2017-12-16T08:00:00Z,1507.99,38.162,4.54651,19.764,14.145
2017-12-16T08:30:00Z,1508.04,38.1639,4.54838,19.756,14.1609
2017-12-16T09:00:00Z,1508.07,38.165,4.54952,19.749,14.1704
2017-12-16T09:30:00Z,1508.11,38.1662,4.55067,19.75,14.1802
2017-12-16T10:00:00Z,1508.12,38.1668,4.55115,19.744,14.1842
2017-12-16T10:30:00Z,1508.15,38.1684,4.55227,19.733,14.1931
2017-12-16T11:00:00Z,1508.17,38.1707,4.55297,19.723,14.1975
2017-12-16T11:30:00Z,1508.19,38.1723,4.55405,19.72,14.2062
2017-12-16T12:00:00Z,1508.2,38.1735,4.55441,19.719,14.2084
2017-12-16T12:30:00Z,1508.17,38.1728,4.55314,19.706,14.197
2017-12-16T13:00:00Z,1508.16,38.1714,4.55278,19.707,14.1951
2017-12-16T13:30:00Z,1508.17,38.1713,4.55306,19.7,14.1978
2017-12-16T14:00:00Z,1508.2,38.1732,4.55437,19.71,14.2082
2017-12-16T14:30:00Z,1508.12,38.1811,4.55201,19.707,14.178
2017-12-16T15:00:00Z,1508.05,38.1891,4.55039,19.713,14.1545
2017-12-16T15:30:00Z,1508.0,38.1924,4.54891,19.725,14.1372
2017-12-16T16:00:00Z,1507.97,38.1953,4.54815,19.73,14.1271
2017-12-16T16:30:00Z,1507.94,38.1972,4.54744,19.733,14.1184
2017-12-16T17:00:00Z,1507.92,38.1993,4.54668,19.734,14.1091
2017-12-16T17:30:00Z,1507.91,38.2005,4.54642,19.743,14.1054
2017-12-16T18:00:00Z,1507.9,38.2015,4.54611,19.744,14.1015
2017-12-16T18:30:00Z,1507.89,38.2031,4.54601,19.732,14.0989
2017-12-16T19:00:00Z,1507.87,38.2053,4.54566,19.731,14.0933
2017-12-16T19:30:00Z,1507.84,38.2071,4.54465,19.714,14.0821
2017-12-16T20:00:00Z,1507.81,38.2086,4.544,19.695,14.0743
2017-12-16T20:30:00Z,1507.81,38.2099,4.54406,19.694,14.0736
2017-12-16T21:00:00Z,1507.81,38.2104,4.544,19.687,14.0725
2017-12-16T21:30:00Z,1507.81,38.2109,4.54381,19.674,14.0702
2017-12-16T22:00:00Z,1507.8,38.2107,4.54355,19.659,14.0679
2017-12-16T22:30:00Z,1507.78,38.2104,4.54295,19.648,14.0626
2017-12-16T23:00:00Z,1507.74,38.2084,4.54169,19.637,14.0526
2017-12-16T23:30:00Z,1507.65,38.2037,4.53827,19.635,14.0249
2017-12-17T00:00:00Z,1507.61,38.1993,4.53679,19.633,14.0152
2017-12-17T00:00:00Z,1507.61,38.1993,4.53679,19.633,14.0152
2017-12-17T00:30:00Z,1507.6,38.2017,4.53647,19.623,14.0098
2017-12-17T01:00:00Z,1507.58,38.2087,4.53613,19.621,13.9995
2017-12-17T01:30:00Z,1507.48,38.2082,4.53298,19.632,13.9702
2017-12-17T02:00:00Z,1507.4,38.2057,4.53004,19.648,13.9448
2017-12-17T02:30:00Z,1507.31,38.2072,4.5272,19.661,13.9162
2017-12-17T03:00:00Z,1507.22,38.2062,4.52439,19.69,13.8905
2017-12-17T03:30:00Z,1507.14,38.2071,4.52187,19.694,13.8656
2017-12-17T04:00:00Z,1507.11,38.2136,4.52122,19.717,13.853
2017-12-17T04:30:00Z,1507.01,38.2243,4.5187,19.745,13.8184
2017-12-17T05:00:00Z,1506.91,38.228,4.51567,19.756,13.7858
2017-12-17T05:30:00Z,1506.86,38.23,4.51425,19.76,13.7703
2017-12-17T06:00:00Z,1506.84,38.2336,4.51376,19.77,13.7621
2017-12-17T06:30:00Z,1506.81,38.2348,4.51265,19.767,13.7504
2017-12-17T07:00:00Z,1506.85,38.237,4.5142,19.76,13.7629
2017-12-17T07:30:00Z,1506.82,38.2402,4.5134,19.773,13.7521
2017-12-17T08:00:00Z,1506.75,38.2382,4.51103,19.769,13.7316
2017-12-17T08:30:00Z,1506.76,38.2385,4.51144,19.749,13.7352
2017-12-17T09:00:00Z,1506.77,38.2389,4.51169,19.749,13.7372
2017-12-17T09:30:00Z,1506.79,38.2347,4.51194,19.737,13.7438
2017-12-17T10:00:00Z,1506.75,38.2334,4.51069,19.746,13.7331
2017-12-17T10:30:00Z,1506.74,38.2336,4.51041,19.721,13.7302
2017-12-17T11:00:00Z,1506.76,38.233,4.51111,19.723,13.7375
2017-12-17T11:30:00Z,1506.81,38.2326,4.51255,19.713,13.7516
2017-12-17T12:00:00Z,1506.74,38.236,4.51059,19.705,13.7296
2017-12-17T12:30:00Z,1506.68,38.2379,4.50868,19.689,13.7095
2017-12-17T13:00:00Z,1506.7,38.2406,4.50969,19.693,13.7165
2017-12-17T13:30:00Z,1506.73,38.2434,4.51094,19.685,13.7256
2017-12-17T14:00:00Z,1506.75,38.2438,4.51138,19.682,13.7294
2017-12-17T14:30:00Z,1506.76,38.2441,4.51177,19.68,13.7328
2017-12-17T15:00:00Z,1506.77,38.2454,4.51212,19.69,13.7348
2017-12-17T15:30:00Z,1506.76,38.2464,4.51199,19.711,13.7325
2017-12-17T16:00:00Z,1506.78,38.2457,4.5125,19.731,13.7381
2017-12-17T16:30:00Z,1506.8,38.2446,4.51313,19.726,13.7452
2017-12-17T17:00:00Z,1506.85,38.2458,4.5148,19.732,13.7598
2017-12-17T17:30:00Z,1507.04,38.2457,4.52097,19.733,13.8186
2017-12-17T18:00:00Z,1507.16,38.2439,4.52488,19.74,13.8575
2017-12-17T18:30:00Z,1507.29,38.2417,4.52882,19.743,13.897
2017-12-17T19:00:00Z,1507.32,38.2413,4.52987,19.735,13.9074
2017-12-17T19:30:00Z,1507.37,38.2407,4.53144,19.732,13.9228
2017-12-17T20:00:00Z,1507.38,38.241,4.53196,19.732,13.9276
2017-12-17T20:30:00Z,1507.4,38.2413,4.53232,19.719,13.9307
2017-12-17T21:00:00Z,1507.41,38.2417,4.53274,19.711,13.9344
2017-12-17T21:30:00Z,1507.38,38.2418,4.53201,19.71,13.9272
2017-12-17T22:00:00Z,1507.37,38.2416,4.53162,19.705,13.9238
2017-12-17T22:30:00Z,1507.34,38.2413,4.53051,19.695,13.9135
2017-12-17T23:00:00Z,1507.3,38.2416,4.52921,19.684,13.9009
2017-12-17T23:30:00Z,1507.26,38.2425,4.52812,19.685,13.8897
2017-12-18T00:00:00Z,1507.21,38.2441,4.52636,19.673,13.8713
2017-12-18T00:00:00Z,1507.21,38.2441,4.52636,19.673,13.8713
2017-12-18T00:30:00Z,1507.15,38.2453,4.52459,19.671,13.8534
2017-12-18T01:00:00Z,1507.02,38.2469,4.5205,19.671,13.8129
2017-12-18T01:30:00Z,1506.84,38.2461,4.51439,19.679,13.7557
2017-12-18T02:00:00Z,1506.67,38.2459,4.50884,19.695,13.7031
2017-12-18T02:30:00Z,1506.49,38.2462,4.5032,19.703,13.6493
2017-12-18T03:00:00Z,1506.31,38.2447,4.49723,19.714,13.5939
2017-12-18T03:30:00Z,1506.16,38.2436,4.49236,19.733,13.5486
2017-12-18T04:00:00Z,1506.03,38.2399,4.48763,19.759,13.5074
2017-12-18T04:30:00Z,1505.81,38.2364,4.48029,19.762,13.4417
2017-12-18T05:00:00Z,1505.73,38.2326,4.47735,19.786,13.421
2017-12-18T05:30:00Z,1505.76,38.2339,4.47836,19.801,13.4325
2017-12-18T06:00:00Z,1505.8,38.2354,4.47978,19.827,13.4466
2017-12-18T06:30:00Z,1505.86,38.2379,4.48181,19.835,13.4581
2017-12-18T07:00:00Z,1505.93,38.2359,4.48434,19.847,13.48
2017-12-18T07:30:00Z,1506.05,38.2302,4.48775,19.846,13.5181
2017-12-18T08:00:00Z,1506.19,38.2223,4.49173,19.847,13.5638
2017-12-18T08:30:00Z,1506.31,38.2148,4.49515,19.839,13.6038
2017-12-18T09:00:00Z,1506.45,38.207,4.49925,19.835,13.6507
2017-12-18T09:30:00Z,1506.61,38.1994,4.50391,19.825,13.7027
2017-12-18T10:00:00Z,1506.71,38.196,4.50681,19.813,13.7336
2017-12-18T10:30:00Z,1506.78,38.194,4.50893,19.804,13.7557
2017-12-18T11:00:00Z,1506.82,38.1919,4.5103,19.776,13.7709
2017-12-18T11:30:00Z,1506.86,38.1898,4.51147,19.766,13.7841
2017-12-18T12:00:00Z,1506.91,38.1871,4.51275,19.76,13.799
2017-12-18T12:30:00Z,1506.95,38.1844,4.51387,19.747,13.8124
2017-12-18T13:00:00Z,1506.78,38.1821,4.50823,19.733,13.761
2017-12-18T13:30:00Z,1506.49,38.1794,4.49882,19.723,13.6742
2017-12-18T14:00:00Z,1506.57,38.1774,4.50111,19.716,13.698
2017-12-18T14:30:00Z,1506.73,38.1757,4.50626,19.721,13.7487
2017-12-18T15:00:00Z,1506.88,38.1713,4.51072,19.72,13.7955
2017-12-18T15:30:00Z,1506.95,38.1689,4.51288,19.726,13.8185
2017-12-18T16:00:00Z,1507.04,38.1661,4.51569,19.739,13.8504
2017-12-18T16:30:00Z,1507.12,38.1612,4.5178,19.745,13.8767
2017-12-18T17:00:00Z,1507.17,38.1607,4.51952,19.758,13.8899
2017-12-18T17:30:00Z,1507.17,38.1614,4.5197,19.759,13.8908
2017-12-18T18:00:00Z,1507.18,38.1624,4.52,19.774,13.8927
2017-12-18T18:30:00Z,1507.18,38.1637,4.52015,19.782,13.8928
2017-12-18T19:00:00Z,1507.13,38.1615,4.51844,19.784,13.8826
2017-12-18T19:30:00Z,1507.15,38.1642,4.51899,19.77,13.8818
2017-12-18T20:00:00Z,1507.15,38.1649,4.51918,19.766,13.8844
2017-12-18T20:30:00Z,1507.17,38.1656,4.51996,19.75,13.8891
2017-12-18T21:00:00Z,1507.19,38.1656,4.52056,19.74,13.8949
2017-12-18T21:30:00Z,1507.23,38.1657,4.52175,19.725,13.906
2017-12-18T22:00:00Z,1507.27,38.1647,4.52315,19.712,13.9205
2017-12-18T22:30:00Z,1507.3,38.1664,4.52431,19.726,13.9296
2017-12-18T23:00:00Z,1507.33,38.1678,4.52514,19.715,13.9362
2017-12-18T23:30:00Z,1507.34,38.1704,4.52581,19.709,13.9399
2017-12-19T00:00:00Z,1507.33,38.1753,4.52597,19.708,13.9366
2017-12-19T00:00:00Z,1507.33,38.1753,4.52597,19.708,13.9366
2017-12-19T00:30:00Z,1507.27,38.1796,4.52422,19.709,13.9156
2017-12-19T01:00:00Z,1507.15,38.1826,4.52018,19.719,13.8778
2017-12-19T01:30:00Z,1507.03,38.1862,4.5166,19.72,13.8366
2017-12-19T02:00:00Z,1506.88,38.1854,4.51175,19.726,13.7913
2017-12-19T02:30:00Z,1506.65,38.1848,4.50422,19.739,13.7202
2017-12-19T03:00:00Z,1506.58,38.178,4.50162,19.747,13.7023
2017-12-19T03:30:00Z,1506.64,38.1737,4.50307,19.761,13.7202
2017-12-19T04:00:00Z,1506.77,38.1638,4.5067,19.785,13.7648
2017-12-19T04:30:00Z,1506.88,38.1506,4.50948,19.813,13.8045
2017-12-19T05:00:00Z,1506.91,38.1377,4.50942,19.842,13.8168
2017-12-19T05:30:00Z,1506.89,38.1268,4.50806,19.858,13.8148
2017-12-19T06:00:00Z,1506.82,38.1183,4.50519,19.869,13.796
2017-12-19T06:30:00Z,1506.7,38.1052,4.50052,19.914,13.7645
2017-12-19T07:00:00Z,1506.62,38.0943,4.49709,19.902,13.7428
2017-12-19T07:30:00Z,1506.62,38.0897,4.49678,19.94,13.747
2017-12-19T08:00:00Z,1506.6,38.0865,4.49585,19.94,13.7388
2017-12-19T08:30:00Z,1506.59,38.0846,4.49546,19.93,13.7369
2017-12-19T09:00:00Z,1506.58,38.0838,4.49515,19.917,13.7348
2017-12-19T09:30:00Z,1506.61,38.0831,4.49593,19.906,13.7429
2017-12-19T10:00:00Z,1506.65,38.0755,4.49687,19.888,13.7595
2017-12-19T10:30:00Z,1506.68,38.0698,4.49734,19.89,13.7698
2017-12-19T11:00:00Z,1506.7,38.0638,4.49768,19.878,13.779
2017-12-19T11:30:00Z,1506.7,38.0598,4.49734,19.857,13.7798
2017-12-19T12:00:00Z,1506.64,38.0615,4.49562,19.869,13.7617
2017-12-19T12:30:00Z,1506.66,38.0598,4.49604,19.846,13.7675
2017-12-19T13:00:00Z,1506.7,38.0545,4.49711,19.844,13.7829
2017-12-19T13:30:00Z,1506.74,38.0498,4.49814,19.818,13.7975
2017-12-19T14:00:00Z,1506.81,38.0436,4.49983,19.815,13.8199
2017-12-19T14:30:00Z,1506.95,38.0313,4.50371,19.818,13.8692
2017-12-19T15:00:00Z,1507.17,38.008,4.50943,19.808,13.9472
2017-12-19T15:30:00Z,1507.3,37.9906,4.5124,19.781,13.9931
2017-12-19T16:00:00Z,1507.38,37.9801,4.51429,19.803,14.0218
2017-12-19T16:30:00Z,1507.49,37.9689,4.51707,19.814,14.0596
2017-12-19T17:00:00Z,1507.69,37.9487,4.52227,19.816,14.1292
2017-12-19T17:30:00Z,1507.8,37.9364,4.525,19.818,14.1681
2017-12-19T18:00:00Z,1507.8,37.9351,4.52501,19.817,14.1696
2017-12-19T18:30:00Z,1507.87,37.9282,4.52695,19.839,14.1951
2017-12-19T19:00:00Z,1507.94,37.9226,4.52868,19.828,14.2172
2017-12-19T19:30:00Z,1508.01,37.9151,4.53043,19.833,14.2415
2017-12-19T20:00:00Z,1508.05,37.9105,4.53151,19.841,14.2565
2017-12-19T20:30:00Z,1508.04,37.9099,4.53114,19.813,14.2536
