id,uri,prefLabel,definition
SDN:P02::INAP,http://vocab.nerc.ac.uk/collection/P02/current/INAP/,inapplicable,There is no appropriate value.
SDN:P02::ARAD,http://vocab.nerc.ac.uk/collection/P02/current/ARAD/,Radioactivity in the atmosphere,"All parameters associated with radioactivity in the atmosphere, including radiation counts, isotope activities and activity ratios."
SDN:P02::FADS,http://vocab.nerc.ac.uk/collection/P02/current/FADS/,Fish aggregating device usage statistics,Parameters describing usage of Fish Aggregating Devices (FAD) in fisheries (particularly purse seine tuna fisheries).
SDN:P02::LRWL,http://vocab.nerc.ac.uk/collection/P02/current/LRWL/,Lake and river water level parameters,Parameters describing the vertical distance (height or elevation) of river or lake water from a specified point of reference to the water's surface. Rivers are defined as being upstream from the tidal limit.
SDN:P02::PHLT,http://vocab.nerc.ac.uk/collection/P02/current/PHLT/,Raw pH sensor output,Raw pH parameter output from any type of pH sensor.
SDN:P02::EPSV,http://vocab.nerc.ac.uk/collection/P02/current/EPSV/,Raw turbulence sensor output,"Raw direct output parameters from microstructure sensors, probes or profilers that are used to determine the distribution of water body properties on a millimetric scale."
SDN:P02::SPCN,http://vocab.nerc.ac.uk/collection/P02/current/SPCN/,Single particle characterisation,"Physical, chemical or optical properties of individual solid particles."
SDN:P02::SBGE,http://vocab.nerc.ac.uk/collection/P02/current/SBGE/,Seabed geomorphology,"Parameters associated with seafloor landforms and features such as bedforms, seamounts and ridges, including morphology, evolution and associated transport phenomena."
SDN:P02::SAMP,http://vocab.nerc.ac.uk/collection/P02/current/SAMP/,Sampling parameters,"Qualitative and quantitative parameters related to the sampling activity; includes terms related to sampling effort, sampling gears, sample processing."
SDN:P02::FCMW,http://vocab.nerc.ac.uk/collection/P02/current/FCMW/,Flow cytometry parameters in water bodies,Parameters derived from flow cytometry data analysis of water samples using in situ or bench-top flow cytometers.
SDN:P02::PESP,http://vocab.nerc.ac.uk/collection/P02/current/PESP/,Pesticide concentrations in suspended particulate material,"Concentration parameters for substances synthesised by man to kill other life forms in suspended particulate material (SPM) collected by water column filtration, centrifugation or sediment trapping. Only includes parameters expressed per unit mass of SPM and not per unit volume of the water column."
SDN:P02::EXSV,http://vocab.nerc.ac.uk/collection/P02/current/EXSV/,Experiment state variables,"Measurements made at a given time of any state variable in a sample that is the subject of an experiment that will change the composition over time, such as the water sample in an incubation experiment."
SDN:P02::FEFF,http://vocab.nerc.ac.uk/collection/P02/current/FEFF/,Fishing effort,Parameters that quantify or classify the physical or financial resources used in fishing activities
SDN:P02::GP013,http://vocab.nerc.ac.uk/collection/P02/current/GP013/,Coral infection and damage,Parameters related to the health and conservation status of coral species and coralligenous habitats.
SDN:P02::INVD,http://vocab.nerc.ac.uk/collection/P02/current/INVD/,Invasive species monitoring parameters,Parameters used to characterize and monitor biological invasion by non-native organisms.
SDN:P02::NTRZ,http://vocab.nerc.ac.uk/collection/P02/current/NTRZ/,Nitrate+nitrite concentration parameters in the water column,Deprecated term from a misguided attempt to distinguish between NO3 and NO3+NO2 for discovery. Use parameter group NTRA instead
SDN:P02::NTRA,http://vocab.nerc.ac.uk/collection/P02/current/NTRA/,Nitrate concentration parameters in the water column,"Nitrate concentration parameters (including statistical parameters such as standard deviation) in the water column. Includes nitrate+nitrite, which is often loosely referred to as nitrate."
SDN:P02::STGC,http://vocab.nerc.ac.uk/collection/P02/current/STGC/,Stomach and gut contents,Parameters that characterize or quantify the contents of the stomach and gut of an animal or group of animals.
SDN:P02::GPIG,http://vocab.nerc.ac.uk/collection/P02/current/GPIG/,Zooplankton gut pigments,Parameters identifying or quantifying zooplankton gut pigments
SDN:P02::BPRP,http://vocab.nerc.ac.uk/collection/P02/current/BPRP/,SeaDataNet biological format biotic parameters,Parameters that quantify any attribute of a biological entity specified elsewhere in the data model and therefore do not map to the existing biologically classified P02 categories. This concept is used as a temporary grouping of parameter codes created for the SeaDataNet biological standard format.
SDN:P02::D001,http://vocab.nerc.ac.uk/collection/P02/current/D001/,Microphytobenthos biomass,"Any quantification of the mass (e.g. carbon, nitrogen, weight) of microalgae present on hard substrate or soft sediment at the bottom of any body of fresh or salt water."
SDN:P02::BEPP,http://vocab.nerc.ac.uk/collection/P02/current/BEPP/,Benthic primary production,"Parameters associated with the quantification of primary production by plants living on (e.g. corals, seaweed and seagrass) or in (e.g. benthic diatoms) the seabed.  Primary production is defined as the fixation of carbon dioxide into either organic or inorganic carbon by living entities and so includes photosynthesis and calcification."
SDN:P02::WBRX,http://vocab.nerc.ac.uk/collection/P02/current/WBRX/,Water body redox potential,A measure of the tendency of any body of fresh or salt water to either gain or lose electrons when it is subject to change by introduction of a new species.
SDN:P02::UMLW,http://vocab.nerc.ac.uk/collection/P02/current/UMLW/,Micro-litter in water bodies,Parameters describing the abundance and nature of microscopic particles of man-made materials and in particular microplastics present in any body of fresh or salt water.
SDN:P02::BLIT,http://vocab.nerc.ac.uk/collection/P02/current/BLIT/,Beach litter abundance,Parameters describing the abundance and nature of debris released on coastlines.
SDN:P02::UMLS,http://vocab.nerc.ac.uk/collection/P02/current/UMLS/,Micro-litter in sediments,Parameters describing the abundance and nature of microscopic particles of man-made materials and in particular microplastics present in the sediment.
SDN:P02::SLIT,http://vocab.nerc.ac.uk/collection/P02/current/SLIT/,Sea-floor litter abundance,Parameters describing the abundance and nature of litter data collected on the seabed.
SDN:P02::ADUN,http://vocab.nerc.ac.uk/collection/P02/current/ADUN/,Administrative units,"Parameters (including geometries, labels and categorizations) relating to areas where authorities have and-or excercise specific rights or obligations."
SDN:P02::CMFL,http://vocab.nerc.ac.uk/collection/P02/current/CMFL/,Variable fluorescence parameters,Parameters measured by variable fluorescence instruments such as pump and probe and fast repetition rate fluorometers
SDN:P02::BDRV,http://vocab.nerc.ac.uk/collection/P02/current/BDRV/,Biodiversity indices,Parameters describing the variety of entity types encountered in a population of living organisms
SDN:P02::DVLP,http://vocab.nerc.ac.uk/collection/P02/current/DVLP/,Zooplankton and zoobenthos development stage parameters,Development stage parameters (such as proportion but excluding abundance or biomass) of zooplankton and zoobenthos. Benthic and planktonic animals have not been seggregated because there is a degree of overlap (eg shrimps).
SDN:P02::HMSB,http://vocab.nerc.ac.uk/collection/P02/current/HMSB/,Concentration of organic matter in water bodies,"Concentration (not 380nm light absorption) parameters for dissolved or total organic matter (includes humics, yellow matter, Gelbstoff) in any body of salt or fresh water."
SDN:P02::AMUP,http://vocab.nerc.ac.uk/collection/P02/current/AMUP/,Regenerated production in water bodies,Parameters quantifying the uptake rate of nitrogen from excretion products (ammonium and urea) by flora and fauna living in any body of salt or fresh water
SDN:P02::SRAD,http://vocab.nerc.ac.uk/collection/P02/current/SRAD/,Geological sample radioactivity,"Any parameters quantifying ionising radiation emitted by cores or samples comprising rock, sediment (including surface sediment such as fluff)"
SDN:P02::WQBI,http://vocab.nerc.ac.uk/collection/P02/current/WQBI/,Water quality bioindicators,Parameters quantifying fauna and flora that indicate physical or chemical conditions in the water column such as colonisation depths and abundance of indicator species.
SDN:P02::SCOC,http://vocab.nerc.ac.uk/collection/P02/current/SCOC/,Concentration of other organic contaminants in sediment samples,"Concentration parameters for carbon compounds regarded as environmentally harmful in sediment, which is considered to be anything from the bed sampled by a grab or corer, including 'fluff' that are not included in other specific categories"
SDN:P02::MATC,http://vocab.nerc.ac.uk/collection/P02/current/MATC/,Microzooplankton taxonomy-related biomass expressed as carbon per unit volume of the water column,"Microzooplankton carbon biomass parameters presented at the level of taxa that may be mapped to entities in a standard taxonomy registry such as WoRMS or ITIS.  These may be at any taxonomic level from sub-species upwards., but exclude morphological classifications such as 'heterotrophic flagellate'."
SDN:P02::AMOX,http://vocab.nerc.ac.uk/collection/P02/current/AMOX/,Nitrification and denitrification rates in water bodies,"Parameters quantifying rates associated with nitrification (oxidation of reduced nitrogen such as ammonium) and denitrification (conversion of nitrate into gaseous compounds such as nitric oxide, nitrous oxide and molecular nitrogen) processes in the water column of any body of fresh or salt water."
SDN:P02::GP080,http://vocab.nerc.ac.uk/collection/P02/current/GP080/,Fishing by-catch,Parameters quantifying the capture of non-target species during commercial and non-commercial fishing trips
SDN:P02::BATC,http://vocab.nerc.ac.uk/collection/P02/current/BATC/,Bacteria taxonomy-related biomass expressed as carbon per unit volume of the water column,"Bacteria carbon biomass parameters presented at the level of taxa that may be mapped to entities in a standard taxonomy registry such as WoRMS or ITIS.  These may be at any taxonomic level from sub-species upwards.  Bacteria are defined as all taxa that fall into Kingdom Monera in the ITIS taxonomy, which includes cyanobacteria."
SDN:P02::FBAF,http://vocab.nerc.ac.uk/collection/P02/current/FBAF/,Fish taxonomy-related ash-free dry weight biomass per unit area of the bed,"Fish (Osteichthyes, Agnatha and Chondrichthyes) ash-free dry weight biomass per unit area of bed (sea, river, lake etc.) parameters presented at the level of taxa that may be mapped to entities in a standard taxonomy registry such as WoRMS or ITIS.  Includes animals normally considered as planktonic if they have been returned from sediment samples."
SDN:P02::TDNT,http://vocab.nerc.ac.uk/collection/P02/current/TDNT/,Dissolved total and organic nitrogen concentrations in the water column,Concentration of total (organic plus inorganic) or organic dissolved nitrogen per unit volume of the water column.  Grouped together as organic nitrogen frequently determined as total nitrogen.
SDN:P02::SDNA,http://vocab.nerc.ac.uk/collection/P02/current/SDNA/,Concentrations of biopolymers in sediment,"Parameters quantifying the amount of naturally-produced organic (molecules containing carbon) compounds that are built from multiple instances of structural units (monomers) that are covalently-bonded to produce larger structures in any sediment (material collected by a corer including fluff). Includes polynucleotides (RNA and DNA), polypeptides and polysaccharides (e.g. cellulose)."
SDN:P02::NTPW,http://vocab.nerc.ac.uk/collection/P02/current/NTPW/,Nutrient concentrations in sediment pore waters,"Nutrient (nitrate, nitrite, ammonium, phosphate, silicate and urea) concentrations in sediment pore waters"
SDN:P02::RALT,http://vocab.nerc.ac.uk/collection/P02/current/RALT/,Rock alteration,"Parameters describing aspects of a geologic unit that are the result of bulk chemical, mineralogical or physical changes related to change in the physical or chemical environment.  Includes weathering, supergene alteration, hydrothermal alteration and metasomatic effects not considered metamorphic."
SDN:P02::AAFX,http://vocab.nerc.ac.uk/collection/P02/current/AAFX/,Sedimentation flux of amino acids and associated compounds in water bodies,Parameters quantifying the amount of organic compounds containing both a carboxyl group and an amino group (including compounds such as salts and esters) sinking vertically as particles through a unit area of a water body in units time.
SDN:P02::SALK,http://vocab.nerc.ac.uk/collection/P02/current/SALK/,Concentration of aliphatic hydrocarbons in sediment samples,"Aliphatic hydrocarbon (alkane, alkene, alkyne, polycyclic aliphatics like hopane, terpenes etc.)  concentrations in sediment, which is considered to be anything from the bed sampled by a grab or corer, including 'fluff'"
SDN:P02::DCMX,http://vocab.nerc.ac.uk/collection/P02/current/DCMX/,Other halocarbon concentrations in water bodies,"Concentrations of volatile halocarbons (compounds comprising carbon atoms covalently bonded to fluorine, chlorine, bromine or iodine atoms) other than tracers (i.e. freons/chlorofluorocarbons) and contaminants in any body of fresh or salt water."
SDN:P02::SBPH,http://vocab.nerc.ac.uk/collection/P02/current/SBPH/,Seabed photography,Digital images of the seabed obtained using either still or video cameras
SDN:P02::GP001,http://vocab.nerc.ac.uk/collection/P02/current/GP001/,Pollution events,"Parameters quantifying the accidental spillage of liquid or dry pollutants from vessels or marine industries. Parameters may include quantities of pollutant, areas affected and event duration."
SDN:P02::TDPX,http://vocab.nerc.ac.uk/collection/P02/current/TDPX/,Dissolved total or organic phosphorus concentration in the water column,Concentration of total (organic plus inorganic) or organic dissolved phosphorus per unit volume of the water column. Grouped together as organic phosphorus frequently determined as total phosphorus.
SDN:P02::FNTM,http://vocab.nerc.ac.uk/collection/P02/current/FNTM/,Fish non taxonomy-related morphology,"Fish (Osteichthyes, Agnatha and Chrondrichthyes) size and shape parameters not included under FATM.  Most commonly used for the generic term 'fish' that maps to multiple taxa."
SDN:P02::BRDA,http://vocab.nerc.ac.uk/collection/P02/current/BRDA/,Bird counts,Parameters quantifying the number of birds (Class Aves) in a survey but not expressed per unit area. Includes presence/absence indicators.
SDN:P02::SIAT,http://vocab.nerc.ac.uk/collection/P02/current/SIAT/,Inorganic silicon species concentrations in the atmosphere,Concentration of inorganic silicon species (element or compounds) in any phase of the atmosphere
SDN:P02::GP018,http://vocab.nerc.ac.uk/collection/P02/current/GP018/,Cetacean reproduction,Parameters related to the reproduction of cetaceans (Order Cetacea)
SDN:P02::AAWC,http://vocab.nerc.ac.uk/collection/P02/current/AAWC/,Concentration of alkanamines (amines) in the water column,Alkanamine concentrations in all phases of the water column
SDN:P02::CLAY,http://vocab.nerc.ac.uk/collection/P02/current/CLAY/,Mineralogical composition,Parameters describing or quantifying the mineralogical composition of rocks and unlithified sediments.
SDN:P02::SPRO,http://vocab.nerc.ac.uk/collection/P02/current/SPRO/,Concentration of proteins in sediment,Concentrations of proteins per unit mass or unit volume of sediment (material collected by a corer including fluff)
SDN:P02::RMIN,http://vocab.nerc.ac.uk/collection/P02/current/RMIN/,Inorganic chemical composition of sediment or rocks,"Parameters specifying the proportions of inorganic components (major/minor/trace elements, trace metals etc.) in sediment or rock samples.  Major elements includes the H2O+ and H2O- parameters reported by convention in oxide weight per cent geochemical major element analyses."
SDN:P02::MTSD,http://vocab.nerc.ac.uk/collection/P02/current/MTSD/,Metal concentrations in sediment,"Concentrations of metal elements per unit weight of sediment.  Sediment is understood to be the solid phase of the bed, including the recently settled material sometimes known as fluff collected from the bed surface."
SDN:P02::RMAJ,http://vocab.nerc.ac.uk/collection/P02/current/RMAJ/,Geological sample major element chemistry,"Concentrations of the elements classically regarded as major (>1% by weight as oxide: namely: Si, Ti, Al, Fe3+, Fe2+, Mg, Mn, Ca, Na, and K) plus affiliated parameters such as H2O- (adsorbed water) and H2O+ (or loss on ignition) in rocks or sediments."
SDN:P02::CLCN,http://vocab.nerc.ac.uk/collection/P02/current/CLCN/,Concentration of inorganic halogens in sediment,Concentrations of halogens as elements or simple inorganic compounds (eg iodate) in sediments (anything collected by a corer including fluff
SDN:P02::MDSD,http://vocab.nerc.ac.uk/collection/P02/current/MDSD/,Trace metalloid concentrations in sediment,"Concentration parameters for metalloid elements in sediment.  Sediment is understood to be the solid phase of the bed, including the recently settled material sometimes known as fluff collected from the bed surface. Metalloids are considered as B, Ge, As, Sb, Te and Po (but not Si which is classed separately because of its major role in environmental chemistry)"
SDN:P02::PXSD,http://vocab.nerc.ac.uk/collection/P02/current/PXSD/,Phosphorus concentrations in sediment,"Concentrations of total, organic and inorganic phosphorus per unit weight of sediment.  Sediment is understood to be the solid phase of the bed, including the recently settled material sometimes known as fluff collected from the bed surface."
SDN:P02::SICN,http://vocab.nerc.ac.uk/collection/P02/current/SICN/,Concentration of silicon species in sediment,Concentration parameters for silicon species (including opal) in sediment (anything collected by a corer including fluff)
SDN:P02::XRFC,http://vocab.nerc.ac.uk/collection/P02/current/XRFC/,Raw X-Ray fluorometer (XRF) output from sediment samples,
SDN:P02::ZCTN,http://vocab.nerc.ac.uk/collection/P02/current/ZCTN/,Zooplankton taxonomy-related biomass expressed as nitrogen per unit volume of the water column,"Zooplankton (mesozooplankton plus larger pelagic animals excluding fish, reptiles and mammals) nitrogen biomass parameters presented at the level of taxa that may be mapped to entities in a standard taxonomy registry such as WoRMS or ITIS.  These may be at any taxonomic level from sub-species upwards."
SDN:P02::LERR,http://vocab.nerc.ac.uk/collection/P02/current/LERR/,Raw current meter output parameters,"Parameters as logged by measuring devices, including raw counts/voltages and ADCP relative velocities"
SDN:P02::PCHW,http://vocab.nerc.ac.uk/collection/P02/current/PCHW/,Concentration of polycyclic aromatic hydrocarbons (PAHs) in the water column,"PAH concentrations in all phases of the water column. This group includes concentrations per unit volume of the water column in the particulate phase, but not concentrations per unit wieght of SPM."
SDN:P02::INLZ,http://vocab.nerc.ac.uk/collection/P02/current/INLZ/,Insect and earthworm taxonomy-related abundance per unit area of the littoral zone,Insect (Class Insecta) and earthworm (Subclass Oligochaeta) abundance per unit area of the littoral zone (between spring tide high and low water) parameters.
SDN:P02::IWAB,http://vocab.nerc.ac.uk/collection/P02/current/IWAB/,Insect and earthworm taxonomy-related abundance per unit area of the bed,"Insect (Class Insecta) and earthworm (Subclass Oligochaeta) abundance per unit area of bed (sea, river, lake etc.) parameters presented at the level of taxa that may be mapped to entities in a standard taxonomy registry such as WoRMS or ITIS.  Includes animals normally considered as planktonic if they have been returned from sediment samples. This parameter group has been implemented to separate predominantly freshwater taxa from predominantly marine taxa."
SDN:P02::CBSP,http://vocab.nerc.ac.uk/collection/P02/current/CBSP/,Carbon concentrations in suspended particulate material,"Concentrations of total, organic and inorganic carbon per unit weight of suspended particulate material collected by water column filtration, centrifugation or sediment trapping."
SDN:P02::CD10,http://vocab.nerc.ac.uk/collection/P02/current/CD10/,Sediment lipid concentrations,"Lipids are defined as small water-insoluble biomolecules including fats, fatty acids, esters, sterols, isoprenoid compounds, etc..  Sediment is defined as material collected by a corer (including fluff)."
SDN:P02::MTPW,http://vocab.nerc.ac.uk/collection/P02/current/MTPW/,Metal concentrations in sediment pore waters,Concentrations of metal elements in sediment pore waters
SDN:P02::LVLT,http://vocab.nerc.ac.uk/collection/P02/current/LVLT/,Raw light meter output,
SDN:P02::HLDE,http://vocab.nerc.ac.uk/collection/P02/current/HLDE/,Other halocarbon dynamics in water bodies,"Parameters relating to the rates of creation and consumption of volatile halocarbons (compounds comprising carbon atoms covalently bonded to fluorine, chlorine, bromine or iodine atoms) other than tracers (i.e. freons/chlorofluorocarbons) and contaminants in any body of fresh or salt water."
SDN:P02::PYTT,http://vocab.nerc.ac.uk/collection/P02/current/PYTT/,Plankton abundance per unit volume of the water column,"Used for plankton abundance parameters where no differentiation between phytoplankton, microzooplankton or zooplankton is possible"
SDN:P02::D000,http://vocab.nerc.ac.uk/collection/P02/current/D000/,Microphytobenthos abundance,"Any quantification of the number (e.g. count, abundance) of microalgae present on hard substrate or soft sediment at the bottom of any body of fresh or salt water."
SDN:P02::SPAG,http://vocab.nerc.ac.uk/collection/P02/current/SPAG/,Speleothem age,"Measured or stratigraphically estimated ages of secondary mineral deposits in caves. This includes stalactites, stalagmites, flowstone, and crystal growths."
SDN:P02::PESD,http://vocab.nerc.ac.uk/collection/P02/current/PESD/,Pesticide concentrations in sediment,"Concentration parameters for substances synthesised by man to kill other life forms in sediment, which is considered to be anything from the bed sampled by a grab or corer, including 'fluff'."
SDN:P02::BCPB,http://vocab.nerc.ac.uk/collection/P02/current/BCPB/,Concentration of polychlorobiphenyls (PCBs) in biota,PCB concentrations in either whole organisms or their constituent parts
SDN:P02::ENGP,http://vocab.nerc.ac.uk/collection/P02/current/ENGP/,Engineering parameters,Technical parameters that provide information on how well an instrument or data acquisition system is working
SDN:P02::BCMT,http://vocab.nerc.ac.uk/collection/P02/current/BCMT/,Metal concentrations in biota,Metal concentrations in either whole organisms or their constituent parts.
SDN:P02::GP079,http://vocab.nerc.ac.uk/collection/P02/current/GP079/,Zooplankton wet weight biomass,"Zooplankton (mesozooplankton and larger, exclusing fish, mammals, reptiles and insects) biomass determined by weighing unprocessed catch samples."
SDN:P02::BDWC,http://vocab.nerc.ac.uk/collection/P02/current/BDWC/,Bacteria taxonomy-related ash-free dry weight biomass in sediment,"Bacteria ash-free dry weight biomass in sediment parameters presented at the level of taxa that may be mapped to entities in a standard taxonomy registry such as WoRMS or ITIS.  The taxa may be at any taxonomic level from sub-species upwards.  Bacteria are defined as all taxa that fall into Kingdom Monera in the ITIS taxonomy, which includes cyanobacteria."
SDN:P02::CFTM,http://vocab.nerc.ac.uk/collection/P02/current/CFTM/,Contaminant fluxes between the terrestrial and marine environment,"Parameters quanitifying the transfer of substances considered harmful from land to sea, including river discharge rates of contaminant species (but not freshwater discharge rates)."
SDN:P02::TADN,http://vocab.nerc.ac.uk/collection/P02/current/TADN/,Concentration of adenylates in sediment,"Concentrations of adenylates (ADP, ATP etc) per unit mass or unit volume of sediment (material collected by a corer including fluff)"
SDN:P02::SICO,http://vocab.nerc.ac.uk/collection/P02/current/SICO/,Other fluxes between the bed and the water column,Fluxes of species other than metals and nutrients between the bed (ie the sediment) and the water column sometimes termed benthic fluxes or sediment demand
SDN:P02::TNRP,http://vocab.nerc.ac.uk/collection/P02/current/TNRP/,Dissolved inorganic carbon production and respiration in the water column,Parameters related to the rates of TCO2 production and consumption based on light/dark bottle incubations
SDN:P02::CEMP,http://vocab.nerc.ac.uk/collection/P02/current/CEMP/,Cetacean morphology and physiology,"Parameters describing the size, shape or physiological activity including disease and parasite infection status of cetaceans (Order Cetacea). Includes both parameters mapped to taxa and those mapped to non-taxonomic groupings."
SDN:P02::SACT,http://vocab.nerc.ac.uk/collection/P02/current/SACT/,Surfactant concentrations in water bodies,"Parameters quantifying the amount of compounds that lower the surface tension of a liquid, the interfacial tension between two liquids, or that between a liquid and a solid in any body of salt or fresh water. The term surfactants includes detergents, wetting agents, emulsifiers, foaming agents and dispersants."
SDN:P02::PHSD,http://vocab.nerc.ac.uk/collection/P02/current/PHSD/,Phaeopigment concentrations in sediment,"Includes all variants of phaeopigment (chlorophyll degradation products). Sediment is defined as any solids collected by a corer, including fluff.."
SDN:P02::SPCB,http://vocab.nerc.ac.uk/collection/P02/current/SPCB/,Concentration of polychlorobiphenyls (PCBs) in sediment samples,"PCB concentrations in sediment, which is considered to be anything from the bed sampled by a grab or corer, including 'fluff'"
SDN:P02::NTSP,http://vocab.nerc.ac.uk/collection/P02/current/NTSP/,Nitrogen concentrations in suspended particulate material,"Concentrations of total, organic and inorganic nitrogen per unit weight of suspended particulate material collected by water column filtration, centrifugation or sediment trapping.  Note that it is common practice to assume all nitrogen in SPM is organic."
SDN:P02::FPFX,http://vocab.nerc.ac.uk/collection/P02/current/FPFX/,Sedimentation flux of biological detritus in the water column,Flux of biological detritus (material derived from the water column such as exuvia and faecal pellets) in the water column
SDN:P02::PU02,http://vocab.nerc.ac.uk/collection/P02/current/PU02/,Macroalgae generic abundance in water bodies,"Any enumeration (e.g. count, number per litre) of macroalgae (seaweeds) designated by terms other than taxonomic names (e.g. total) in any fresh or salt water body."
SDN:P02::PHUP,http://vocab.nerc.ac.uk/collection/P02/current/PHUP/,Uptake of other nutrients in the water column,Uptake of nutrients other than nitrogen species (ie phosphate and silicate) by the water column
SDN:P02::CAKN,http://vocab.nerc.ac.uk/collection/P02/current/CAKN/,Concentration of alkenones and alkenoates in the water column,Concentrations of alkenones (unsaturated aliphatic ketones) and alkenoates (carboxylic acid esters) in all phases of the water column.
SDN:P02::PTOX,http://vocab.nerc.ac.uk/collection/P02/current/PTOX/,Concentration of phycotoxins in biota,Parameters associated with the concentration of algae-generated toxins in either whole organisms or their constituent parts
SDN:P02::RSIS,http://vocab.nerc.ac.uk/collection/P02/current/RSIS/,"Field resistivity,  electromagnetics  and polarisation","Parameters quantifying the electrical properties of geological units in the field. Includes parameters used to determine resistivity structure for shallow sediment properties, porosities and presence of hydrocarbon (CSEM), deeper crust and mantle studies (Magnetotellurics) and ore body location (polarisation)."
SDN:P02::OPWC,http://vocab.nerc.ac.uk/collection/P02/current/OPWC/,Unclassified pigment concentrations in the water column,"Includes all pigments that cannot be explicitly classified as chlorophylls, phaeopigments or carotenoids.  Generally, these are parameters where different pigments have been grouped together. Concentrations are expressed in terms of per unit volume or unit area of the water column.  Does not include data expressed per unit mass of SPM."
SDN:P02::HLWC,http://vocab.nerc.ac.uk/collection/P02/current/HLWC/,Concentration of inorganic halogens in water bodies,Concentrations of halogens as elements or their inorganic compounds in all phases of any body of fresh or salt water
SDN:P02::BCOS,http://vocab.nerc.ac.uk/collection/P02/current/BCOS/,Concentration of other substances in biota,'Other'  (than metals or organic contaminants) substance concentrations in either whole organisms or their constituent parts.  This is a 'bucket' grouping that may be reclassified as the dictionary developes.
SDN:P02::PPCB,http://vocab.nerc.ac.uk/collection/P02/current/PPCB/,Concentration of polychlorobiphenyls (PCBs) in suspended particulate material,"PCB concentrations in suspended particulate material, regarded as anything sampled by a water bottle, SAP, sediment trap etc.  This group is for SPM composition measurements (concentration per unit weight) and NOT concentrations per unit volume of the water column in the particulate phase."
SDN:P02::FBAB,http://vocab.nerc.ac.uk/collection/P02/current/FBAB/,Fish taxonomy-related abundance per unit area of the bed,"Fish (Osteichthyes, Agnatha and Chondrichthyes) abundance per unit area of bed (sea, river, lake etc.) parameters presented at the level of taxa that may be mapped to entities in a standard taxonomy registry such as WoRMS or ITIS.  Includes animals normally considered as planktonic if they have been returned from sediment samples."
SDN:P02::SEMP,http://vocab.nerc.ac.uk/collection/P02/current/SEMP/,Seal morphology and physiology,"Parameters describing the size, shape or physiological activity including disease and parasite infection status of true seals (Phocidae), eared seals (Otariidae) and walruses (Odobenidae)."
SDN:P02::EXCR,http://vocab.nerc.ac.uk/collection/P02/current/EXCR/,Excretion rate parameters in the water column,Includes all parameters relating to all mechanisms of waste release except respiration.
SDN:P02::PHSE,http://vocab.nerc.ac.uk/collection/P02/current/PHSE/,Pharmaceutical concentrations in sediments,"Concentration parameters for substances synthesised by man to modify bodily function or diagnose, cure, mitigate, treat, or prevent disease in sediment, which is considered to be anything from the bed sampled by a grab or corer, including 'fluff'."
SDN:P02::IPRX,http://vocab.nerc.ac.uk/collection/P02/current/IPRX/,Inorganic peroxides in water bodies,Parameters related to compounds containing two oxygen atoms joined by a single bond but no carbon atoms in any body of fresh or salt water.
SDN:P02::SCOX,http://vocab.nerc.ac.uk/collection/P02/current/SCOX/,Dissolved concentration parameters for other gases in the water column,All concentration parameters for inorganic dissolved gases other than oxygen and the noble gases in the water column
SDN:P02::BLEN,http://vocab.nerc.ac.uk/collection/P02/current/BLEN/,Zooplankton and zoobenthos morphological parameters,"Morphological parameters of zooplankton and zoobenthos (essentially any animal except for insects, earthworms or fish), such as size, shape and weight.  Benthic and planktonic animals have not been seggregated because there is a degree of overlap (eg shrimps)."
SDN:P02::CASD,http://vocab.nerc.ac.uk/collection/P02/current/CASD/,"Concentration of carbohydrates, phenols, alkanols (alcohols), ethers, aldehydes and ketones in sediment","Concentrations of carbohydrates, phenols, alkanols (alcohols), ethers,aldehydes and simple (non-alkenone) ketones in unlithified sediment (material collected by a corer including fluff)."
SDN:P02::CA11,http://vocab.nerc.ac.uk/collection/P02/current/CA11/,"Concentration of alkanols (alcohols), phenols and ethers in sediment","Concentration of alkanols, phenols and ethers per unit mass or unit volume of sediment (material collected by a corer including fluff)"
SDN:P02::SPGS,http://vocab.nerc.ac.uk/collection/P02/current/SPGS/,Suspended particulate material grain size parameters,Includes all SPM grain size measurements and derived statistics
SDN:P02::MTWC,http://vocab.nerc.ac.uk/collection/P02/current/MTWC/,Colloidal metal concentrations in the water column,Concentrations of metal elements in the colloidal phase of the water column. Usually the dissolved concentration difference between conventionally filtered water and ultra-filtered water.
SDN:P02::MINC,http://vocab.nerc.ac.uk/collection/P02/current/MINC/,Mineral chemistry,Chemical analyses of minerals extracted from rocks or sediment or analysed in-situ using techniques like the electron microprobe.
SDN:P02::HFLW,http://vocab.nerc.ac.uk/collection/P02/current/HFLW/,Geothermal heat flow,Parameters quantifying the  flux of thermal energy within the solid Earth or between the solid Earth and water bodies or atmosphere.
SDN:P02::SCAH,http://vocab.nerc.ac.uk/collection/P02/current/SCAH/,Concentration of polycyclic aromatic hydrocarbons (PAHs) in sediment samples,"PAH concentrations in sediment, which is considered to be anything from the bed sampled by a grab or corer, including 'fluff'"
SDN:P02::PXSP,http://vocab.nerc.ac.uk/collection/P02/current/PXSP/,Phosphorus concentrations in suspended particulate material,"Concentrations of total, organic and inorganic phosphorus per unit weight of suspended particulate material collected by water column filtration, centrifugation or sediment trapping."
SDN:P02::SCDO,http://vocab.nerc.ac.uk/collection/P02/current/SCDO/,Metal fluxes between the bed and the water column,Parameters quantifying the exchange of metalsbetween the bed (ie the sediment) and the water column sometimes termed benthic fluxes
