id,uri,prefLabel,definition
SDN:P02::ICEM,http://vocab.nerc.ac.uk/collection/P02/current/ICEM/,Ice motion and related parameters,Parameters specifying the speed and direction of sea or land ice and the stresses associated with this motion.
SDN:P02::LWRD,http://vocab.nerc.ac.uk/collection/P02/current/LWRD/,Long-wave radiation,
SDN:P02::OPBS,http://vocab.nerc.ac.uk/collection/P02/current/OPBS/,Optical backscatter,"Includes all parameters covering the strength of electromagnetic radiation signal return, including absolute measurements of returning signal strength as well as parameters expressed as backscatter (the proportion of transmitted signal returned)"
SDN:P02::CAPH,http://vocab.nerc.ac.uk/collection/P02/current/CAPH/,Air pressure,"Measurements of air pressure as the dependent variable (ie excluding air pressure measured to specify the z co-ordinate of a balloon or sonde), including derived parameters such as tendency (rate of change) and related parameters such as air density."
SDN:P02::CSLR,http://vocab.nerc.ac.uk/collection/P02/current/CSLR/,Solar Radiation,"Parameters quantifying the irradiance of the sun impinging on the Earth's surface in the visible and infra-red waveband, generally accepted as wavelengths between 300 and 3000 nm"
SDN:P02::HLAT,http://vocab.nerc.ac.uk/collection/P02/current/HLAT/,Concentration of inorganic halogens in the atmosphere,Concentrations of halogens as elements or their inorganic compounds in all phases of the atmosphere.
SDN:P02::AORG,http://vocab.nerc.ac.uk/collection/P02/current/AORG/,Concentration of organic matter in the atmosphere,"Parameters quantifying uncategorised organic substance concentrations in atmospheric, generally aerosol, samples such as organic matter and DOC."
SDN:P02::AEYN,http://vocab.nerc.ac.uk/collection/P02/current/AEYN/,Concentration of alkenes and alkynes in the atmosphere,Alkene and alkyne concentrations in all phases of the atmosphere
SDN:P02::SIGT,http://vocab.nerc.ac.uk/collection/P02/current/SIGT/,Density of the water column,Absolute determinations of water column density plus parameters (generally expressed as density anomaly) derived from temperature and salinity
SDN:P02::ACO2,http://vocab.nerc.ac.uk/collection/P02/current/ACO2/,Carbon monoxide and dioxide concentrations in the atmosphere,CO and CO2 concentration parameters in any phase of the atmosphere (but usuall the gaseous phase). Includes pCO2.
SDN:P02::WVST,http://vocab.nerc.ac.uk/collection/P02/current/WVST/,Wave height and period statistics,Statistical parameters derived from wave records to express wave height and period.
SDN:P02::OHAT,http://vocab.nerc.ac.uk/collection/P02/current/OHAT/,Concentration of other hydrocarbons in the atmosphere,"'Other' (not alkanes, alkenes, alkynes or PAHs) hydrocarbon concentration parameters (including saturation of gaseous species) in all phases of the atmosphere."
SDN:P02::VSRW,http://vocab.nerc.ac.uk/collection/P02/current/VSRW/,Visible waveband radiance and irradiance measurements in the water column,"Includes measurements at discrete wavelengths and PAR integrated values, measurements as photon and energy fluxes."
SDN:P02::CHUM,http://vocab.nerc.ac.uk/collection/P02/current/CHUM/,Atmospheric humidity,Parameters that either quantify the water content of moist air or are specifically used in its determination (eg wet bulb air temperature)
SDN:P02::VDFC,http://vocab.nerc.ac.uk/collection/P02/current/VDFC/,Transport in the water column,"Parameters describing the transport of material, heat or energy in the water column"
SDN:P02::GRAV,http://vocab.nerc.ac.uk/collection/P02/current/GRAV/,Gravity,Parameters relating to the measurement of the Earth's gravity field
SDN:P02::EWSB,http://vocab.nerc.ac.uk/collection/P02/current/EWSB/,Wind strength and direction,"Parameters quantifying the extent or direction of atmospheric movement. Obvious examples are wind velocity, windspeed and wind direction, but can also include derived parameters such as force, energy, power and power density."
SDN:P02::HFLX,http://vocab.nerc.ac.uk/collection/P02/current/HFLX/,Heat fluxes between the water column and the atmosphere,Parameters quantifying heat exchange between any body of water and the atmosphere
SDN:P02::LGCR,http://vocab.nerc.ac.uk/collection/P02/current/LGCR/,Lagrangian currents and transport rates in the water column,Parameters expressing the mean nett transport rates within the water column like Lagrangian currents. Note this is an unintentional duplicate of VDFC.
SDN:P02::AAMN,http://vocab.nerc.ac.uk/collection/P02/current/AAMN/,Concentration of nitrogen species in the atmosphere,Concentrations of both organic (eg amines) and inorganic (eg ammonia and oxides of nitrogen) nitrogen species in all phases of the atmosphere
SDN:P02::CRYS,http://vocab.nerc.ac.uk/collection/P02/current/CRYS/,"Snow and ice mass, thickness and extent","Measurements of quantity (mass), thickness and spatial extent of snow and ice"
SDN:P02::CPRP,http://vocab.nerc.ac.uk/collection/P02/current/CPRP/,Precipitation and evaporation,"Parameters relating to all kinds of precipitation (rain, snow, etc.) and water loss from the surface of the Earth"
